NPA/PLZ;PLZ_NAME;NAME;KT;MedStat;empty;empty2
2875;2875 Montfaucon;Montfaucon;JU;JU01;;
2877;2877 Le Bémont JU;Le Bémont JU;JU;JU01;;
2882;2882 St-Ursanne;St-Ursanne;JU;JU05;;
2883;2883 Montmelon;Montmelon;JU;JU05;;
2884;2884 Montenol;Montenol;JU;JU05;;
2885;2885 Epauvillers;Epauvillers;JU;JU05;;
2886;2886 Epiquerez;Epiquerez;JU;JU05;;
2887;2887 Soubey;Soubey;JU;JU05;;
2888;2888 Seleute;Seleute;JU;JU05;;
2889;2889 Ocourt;Ocourt;JU;JU05;;
2892;2892 Courgenay;Courgenay;JU;JU05;;
2900;2900 Porrentruy;Porrentruy;JU;JU06;;
2902;2902 Fontenais;Fontenais;JU;JU05;;
2903;2903 Villars-sur-Fontenais;Villars-sur-Fontenais;JU;JU05;;
2904;2904 Bressaucourt;Bressaucourt;JU;JU05;;
2905;2905 Courtedoux;Courtedoux;JU;JU07;;
2906;2906 Chevenez;Chevenez;JU;JU07;;
2907;2907 Rocourt;Rocourt;JU;JU07;;
2908;2908 Grandfontaine;Grandfontaine;JU;JU07;;
2912;2912 Réclère;Réclère;JU;JU07;;
2914;2914 Damvant;Damvant;JU;JU07;;
2915;2915 Bure;Bure;JU;JU07;;
2916;2916 Fahy;Fahy;JU;JU07;;
2922;2922 Courchavon;Courchavon;JU;JU07;;
2923;2923 Courtemaîche;Courtemaîche;JU;JU07;;
2924;2924 Montignez;Montignez;JU;JU07;;
2925;2925 Buix;Buix;JU;JU07;;
2926;2926 Boncourt;Boncourt;JU;JU07;;
2932;2932 Coeuve;Coeuve;JU;JU08;;
2933;2933 Damphreux;Damphreux;JU;JU08;;
2935;2935 Beurnevésin;Beurnevésin;JU;JU08;;
2942;2942 Alle;Alle;JU;JU08;;
2943;2943 Vendlincourt;Vendlincourt;JU;JU08;;
2944;2944 Bonfol;Bonfol;JU;JU08;;
2946;2946 Miécourt;Miécourt;JU;JU08;;
2947;2947 Charmoille;Charmoille;JU;JU08;;
2950;2950 Courgenay;Courgenay;JU;JU05;;
2952;2952 Cornol;Cornol;JU;JU08;;
2953;2953 Fregiécourt;Fregiécourt;JU;JU08;;
2954;2954 Asuel;Asuel;JU;JU08;;
3000;3000 Bern;Bern;BE;BE02;;
3001;3001 Bern;Bern;BE;BE05;;
3002;3002 Bern PostFinance;Bern PostFinance;BE;BE05;;
3003;3003 Bern;Bern;BE;BE02;;
3004;3004 Bern;Bern;BE;BE01;;
3005;3005 Bern;Bern;BE;BE02;;
3006;3006 Bern;Bern;BE;BE03;;
3007;3007 Bern;Bern;BE;BE04;;
3008;3008 Bern;Bern;BE;BE05;;
3010;3010 Bern;Bern;BE;BE05;;
3011;3011 Bern;Bern;BE;BE02;;
3012;3012 Bern;Bern;BE;BE01;;
3013;3013 Bern;Bern;BE;BE06;;
3014;3014 Bern;Bern;BE;BE07;;
3015;3015 Bern;Bern;BE;BE03;;
3017;3017 Bern Zustellung;Bern Zustellung;BE;BE05;;
3018;3018 Bern;Bern;BE;BE08;;
3019;3019 Bern;Bern;BE;BE09;;
3020;3020 Bern;Bern;BE;BE09;;
3024;3024 Bern;Bern;BE;BE12;;
3027;3027 Bern;Bern;BE;BE10;;
3029;3029 Bern;Bern;BE;BE17;;
3030;3030 Bern;Bern;BE;BE06;;
3032;3032 Hinterkappelen;Hinterkappelen;BE;BE09;;
3033;3033 Wohlen b. Bern;Wohlen b. Bern;BE;BE09;;
3034;3034 Murzelen;Murzelen;BE;BE09;;
3035;3035 Frieswil;Frieswil;BE;BE26;;
3036;3036 Detligen;Detligen;BE;BE26;;
3037;3037 Herrenschwanden;Herrenschwanden;BE;BE11;;
3038;3038 Kirchlindach;Kirchlindach;BE;BE11;;
3039;3039 Bern PF Operations Center;Bern PF Operations Center;BE;BE06;;
3040;3040 Bern Verarbeitungszentrum;Bern Verarbeitungszentrum;BE;BE01;;
3041;3041 Bern UBS;Bern UBS;BE;BE02;;
3042;3042 Ortschwaben;Ortschwaben;BE;BE11;;
3043;3043 Uettligen;Uettligen;BE;BE11;;
3044;3044 Innerberg;Innerberg;BE;BE11;;
3045;3045 Meikirch;Meikirch;BE;BE11;;
3046;3046 Wahlendorf;Wahlendorf;BE;BE11;;
3047;3047 Bremgarten b. Bern;Bremgarten b. Bern;BE;BE11;;
3048;3048 Worblaufen;Worblaufen;BE;BE12;;
3049;3049 Säriswil;Säriswil;BE;BE11;;
3050;3050 Bern Swisscom;Bern Swisscom;BE;BE01;;
3052;3052 Zollikofen;Zollikofen;BE;BE13;;
3053;3053 Münchenbuchsee;Münchenbuchsee;BE;BE14;;
3054;3054 Schüpfen;Schüpfen;BE;BE30;;
3063;3063 Ittigen;Ittigen;BE;BE12;;
3065;3065 Bolligen;Bolligen;BE;BE15;;
3066;3066 Stettlen;Stettlen;BE;BE15;;
3067;3067 Boll;Boll;BE;BE15;;
3068;3068 Utzigen;Utzigen;BE;BE15;;
3070;3070 Ostermundigen (LZB);Ostermundigen (LZB);BE;BE16;;
3071;3071 Ostermundigen Sortierung;Ostermundigen Sortierung;BE;BE16;;
3072;3072 Ostermundigen;Ostermundigen;BE;BE16;;
3073;3073 Gümligen;Gümligen;BE;BE17;;
3074;3074 Muri b. Bern;Muri b. Bern;BE;BE17;;
3075;3075 Rüfenacht BE;Rüfenacht BE;BE;BE18;;
3076;3076 Worb;Worb;BE;BE18;;
3077;3077 Enggistein;Enggistein;BE;BE18;;
3078;3078 Richigen;Richigen;BE;BE18;;
3080;3080 Ostermundigen CIRCLE;Ostermundigen CIRCLE;BE;BE16;;
3082;3082 Schlosswil;Schlosswil;BE;BE66;;
3083;3083 Trimstein;Trimstein;BE;BE67;;
3084;3084 Wabern;Wabern;BE;BE19;;
3085;3085 Wabern 2 x Weihnachten;Wabern 2 x Weihnachten;BE;BE19;;
3086;3086 Zimmerwald;Zimmerwald;BE;BE74;;
3087;3087 Niedermuhlern;Niedermuhlern;BE;BE74;;
3088;3088 Rüeggisberg;Rüeggisberg;BE;BE74;;
3089;3089 Hinterfultigen;Hinterfultigen;BE;BE74;;
3090;3090 Ostermundigen CALL;Ostermundigen CALL;BE;BE16;;
3095;3095 Spiegel b. Bern;Spiegel b. Bern;BE;BE19;;
3096;3096 Oberbalm;Oberbalm;BE;BE74;;
3097;3097 Liebefeld;Liebefeld;BE;BE19;;
3098;3098 Köniz;Köniz;BE;BE20;;
3099;3099 Rüti b. Riggisberg;Rüti b. Riggisberg;BE;BE73;;
3110;3110 Münsingen;Münsingen;BE;BE67;;
3111;3111 Tägertschi;Tägertschi;BE;BE68;;
3112;3112 Allmendingen b. Bern;Allmendingen b. Bern;BE;BE17;;
3113;3113 Rubigen;Rubigen;BE;BE67;;
3114;3114 Wichtrach;Wichtrach;BE;BE69;;
3115;3115 Gerzensee;Gerzensee;BE;BE70;;
3116;3116 Kirchdorf BE;Kirchdorf BE;BE;BE70;;
3122;3122 Kehrsatz;Kehrsatz;BE;BE21;;
3123;3123 Belp;Belp;BE;BE21;;
3124;3124 Belpberg;Belpberg;BE;BE70;;
3125;3125 Toffen;Toffen;BE;BE70;;
3126;3126 Kaufdorf;Kaufdorf;BE;BE70;;
3127;3127 Mühlethurnen;Mühlethurnen;BE;BE70;;
3128;3128 Kirchenthurnen;Kirchenthurnen;BE;BE70;;
3132;3132 Riggisberg;Riggisberg;BE;BE74;;
3144;3144 Gasel;Gasel;BE;BE22;;
3145;3145 Niederscherli;Niederscherli;BE;BE22;;
3147;3147 Mittelhäusern;Mittelhäusern;BE;BE22;;
3148;3148 Lanzenhäusern;Lanzenhäusern;BE;BE73;;
3150;3150 Schwarzenburg;Schwarzenburg;BE;BE73;;
3152;3152 Mamishaus;Mamishaus;BE;BE73;;
3153;3153 Rüschegg Gambach;Rüschegg Gambach;BE;BE73;;
3154;3154 Rüschegg Heubach;Rüschegg Heubach;BE;BE73;;
3155;3155 Helgisried-Rohrbach;Helgisried-Rohrbach;BE;BE74;;
3156;3156 Riffenmatt;Riffenmatt;BE;BE73;;
3157;3157 Milken;Milken;BE;BE73;;
3158;3158 Guggisberg;Guggisberg;BE;BE73;;
3159;3159 Riedstätt;Riedstätt;BE;BE73;;
3172;3172 Niederwangen b. Bern;Niederwangen b. Bern;BE;BE22;;
3173;3173 Oberwangen b. Bern;Oberwangen b. Bern;BE;BE22;;
3174;3174 Thörishaus;Thörishaus;BE;BE22;;
3175;3175 Flamatt;Flamatt;FR;FR15;;
3176;3176 Neuenegg;Neuenegg;BE;BE97;;
3177;3177 Laupen BE;Laupen BE;BE;BE97;;
3178;3178 Bösingen;Bösingen;FR;FR15;;
3179;3179 Kriechenwil;Kriechenwil;BE;BE96;;
3182;3182 Ueberstorf;Ueberstorf;FR;FR15;;
3183;3183 Albligen;Albligen;BE;BE73;;
3184;3184 Wünnewil;Wünnewil;FR;FR15;;
3185;3185 Schmitten FR;Schmitten FR;FR;FR16;;
3186;3186 Düdingen;Düdingen;FR;FR16;;
3202;3202 Frauenkappelen;Frauenkappelen;BE;BE09;;
3203;3203 Mühleberg;Mühleberg;BE;BE96;;
3204;3204 Rosshäusern;Rosshäusern;BE;BE96;;
3205;3205 Gümmenen;Gümmenen;BE;BE96;;
3206;3206 Rizenbach;Rizenbach;BE;BE96;;
3207;3207 Wileroltigen;Wileroltigen;BE;BE96;;
3208;3208 Gurbrü;Gurbrü;BE;BE96;;
3210;3210 Kerzers;Kerzers;FR;FR20;;
3212;3212 Gurmels;Gurmels;FR;FR19;;
3213;3213 Liebistorf;Liebistorf;FR;FR19;;
3214;3214 Ulmiz;Ulmiz;FR;FR19;;
3215;3215 Gempenach;Gempenach;FR;FR19;;
3216;3216 Ried b. Kerzers;Ried b. Kerzers;FR;FR20;;
3225;3225 Müntschemier;Müntschemier;BE;BE25;;
3226;3226 Treiten;Treiten;BE;BE27;;
3232;3232 Ins;Ins;BE;BE25;;
3233;3233 Tschugg;Tschugg;BE;BE25;;
3234;3234 Vinelz;Vinelz;BE;BE25;;
3235;3235 Erlach;Erlach;BE;BE25;;
3236;3236 Gampelen;Gampelen;BE;BE25;;
3237;3237 Brüttelen;Brüttelen;BE;BE27;;
3238;3238 Gals;Gals;BE;BE25;;
3250;3250 Lyss;Lyss;BE;BE28;;
3251;3251 Wengi b. Büren;Wengi b. Büren;BE;BE30;;
3252;3252 Worben;Worben;BE;BE29;;
3253;3253 Schnottwil;Schnottwil;SO;SO18;;
3254;3254 Messen;Messen;SO;SO18;;
3255;3255 Rapperswil BE;Rapperswil BE;BE;BE30;;
3256;3256 Dieterswil;Dieterswil;BE;BE30;;
3257;3257 Grossaffoltern;Grossaffoltern;BE;BE30;;
3262;3262 Suberg;Suberg;BE;BE30;;
3263;3263 Büetigen;Büetigen;BE;BE29;;
3264;3264 Diessbach b. Büren;Diessbach b. Büren;BE;BE29;;
3266;3266 Wiler b. Seedorf;Wiler b. Seedorf;BE;BE26;;
3267;3267 Seedorf BE;Seedorf BE;BE;BE26;;
3268;3268 Lobsigen;Lobsigen;BE;BE26;;
3270;3270 Aarberg;Aarberg;BE;BE26;;
3271;3271 Radelfingen b. Aarberg;Radelfingen b. Aarberg;BE;BE26;;
3272;3272 Walperswil;Walperswil;BE;BE27;;
3273;3273 Kappelen;Kappelen;BE;BE27;;
3274;3274 Hermrigen;Hermrigen;BE;BE38;;
3280;3280 Murten;Murten;FR;FR21;;
3282;3282 Bargen BE;Bargen BE;BE;BE27;;
3283;3283 Kallnach;Kallnach;BE;BE27;;
3284;3284 Fräschels;Fräschels;FR;FR20;;
3285;3285 Galmiz;Galmiz;FR;FR20;;
3286;3286 Muntelier;Muntelier;FR;FR21;;
3292;3292 Busswil BE;Busswil BE;BE;BE29;;
3293;3293 Dotzigen;Dotzigen;BE;BE29;;
3294;3294 Büren an der Aare;Büren an der Aare;BE;BE95;;
3295;3295 Rüti b. Büren;Rüti b. Büren;BE;BE95;;
3296;3296 Arch;Arch;BE;BE95;;
3297;3297 Leuzigen;Leuzigen;BE;BE95;;
3298;3298 Oberwil b. Büren;Oberwil b. Büren;BE;BE95;;
3299;3299 Murten;Murten;FR;FR21;;
3302;3302 Moosseedorf;Moosseedorf;BE;BE23;;
3303;3303 Jegenstorf;Jegenstorf;BE;BE24;;
3305;3305 Iffwil;Iffwil;BE;BE24;;
3306;3306 Etzelkofen;Etzelkofen;BE;BE53;;
3307;3307 Brunnenthal;Brunnenthal;SO;SO18;;
3308;3308 Grafenried;Grafenried;BE;BE53;;
3309;3309 Kernenried;Kernenried;BE;BE53;;
3312;3312 Fraubrunnen;Fraubrunnen;BE;BE53;;
3313;3313 Büren zum Hof;Büren zum Hof;BE;BE53;;
3314;3314 Schalunen;Schalunen;BE;BE53;;
3315;3315 Bätterkinden;Bätterkinden;BE;BE53;;
3317;3317 Limpach;Limpach;BE;BE53;;
3321;3321 Schönbühl Einkaufszentrum;Schönbühl Einkaufszentrum;BE;BE23;;
3322;3322 Urtenen-Schönbühl;Urtenen-Schönbühl;BE;BE23;;
3323;3323 Bäriswil BE;Bäriswil BE;BE;BE23;;
3324;3324 Hindelbank;Hindelbank;BE;BE54;;
3325;3325 Hettiswil b. Hindelbank;Hettiswil b. Hindelbank;BE;BE54;;
3326;3326 Krauchthal;Krauchthal;BE;BE54;;
3360;3360 Herzogenbuchsee;Herzogenbuchsee;BE;BE44;;
3362;3362 Niederönz;Niederönz;BE;BE44;;
3363;3363 Oberönz;Oberönz;BE;BE44;;
3365;3365 Grasswil;Grasswil;BE;BE45;;
3366;3366 Bettenhausen;Bettenhausen;BE;BE45;;
3367;3367 Thörigen;Thörigen;BE;BE45;;
3368;3368 Bleienbach;Bleienbach;BE;BE45;;
3372;3372 Wanzwil;Wanzwil;BE;BE46;;
3373;3373 Röthenbach Herzogenbuchsee;Röthenbach Herzogenbuchsee;BE;BE46;;
3374;3374 Wangenried;Wangenried;BE;BE46;;
3375;3375 Inkwil;Inkwil;BE;BE46;;
3376;3376 Graben;Graben;BE;BE46;;
3377;3377 Walliswil b. Wangen;Walliswil b. Wangen;BE;BE46;;
3380;3380 Wangen an der Aare;Wangen an der Aare;BE;BE46;;
3400;3400 Burgdorf;Burgdorf;BE;BE55;;
3401;3401 Burgdorf;Burgdorf;BE;BE55;;
3402;3402 Burgdorf;Burgdorf;BE;BE55;;
3412;3412 Heimiswil;Heimiswil;BE;BE56;;
3413;3413 Kaltacker;Kaltacker;BE;BE56;;
3414;3414 Oberburg;Oberburg;BE;BE56;;
3415;3415 Hasle b. Burgdorf;Hasle b. Burgdorf;BE;BE56;;
3416;3416 Affoltern im Emmental;Affoltern im Emmental;BE;BE57;;
3417;3417 Rüegsau;Rüegsau;BE;BE58;;
3418;3418 Rüegsbach;Rüegsbach;BE;BE58;;
3419;3419 Biembach im Emmental;Biembach im Emmental;BE;BE56;;
3421;3421 Lyssach;Lyssach;BE;BE54;;
3422;3422 Kirchberg BE;Kirchberg BE;BE;BE59;;
3423;3423 Ersigen;Ersigen;BE;BE59;;
3424;3424 Niederösch;Niederösch;BE;BE60;;
3425;3425 Koppigen;Koppigen;BE;BE60;;
3426;3426 Aefligen;Aefligen;BE;BE59;;
3427;3427 Utzenstorf;Utzenstorf;BE;BE61;;
3428;3428 Wiler b. Utzenstorf;Wiler b. Utzenstorf;BE;BE61;;
3429;3429 Höchstetten;Höchstetten;BE;BE60;;
3432;3432 Lützelflüh-Goldbach;Lützelflüh-Goldbach;BE;BE58;;
3433;3433 Schwanden im Emmental;Schwanden im Emmental;BE;BE62;;
3434;3434 Obergoldbach;Obergoldbach;BE;BE62;;
3435;3435 Ramsei;Ramsei;BE;BE58;;
3436;3436 Zollbrück;Zollbrück;BE;BE62;;
3437;3437 Rüderswil;Rüderswil;BE;BE62;;
3438;3438 Lauperswil;Lauperswil;BE;BE62;;
3439;3439 Ranflüh;Ranflüh;BE;BE58;;
3452;3452 Grünenmatt;Grünenmatt;BE;BE58;;
3453;3453 Heimisbach;Heimisbach;BE;BE58;;
3454;3454 Sumiswald;Sumiswald;BE;BE57;;
3455;3455 Grünen;Grünen;BE;BE57;;
3456;3456 Trachselwald;Trachselwald;BE;BE58;;
3457;3457 Wasen im Emmental;Wasen im Emmental;BE;BE57;;
3462;3462 Weier im Emmental;Weier im Emmental;BE;BE57;;
3463;3463 Häusernmoos im Emmental;Häusernmoos im Emmental;BE;BE57;;
3464;3464 Schmidigen-Mühleweg;Schmidigen-Mühleweg;BE;BE47;;
3465;3465 Dürrenroth;Dürrenroth;BE;BE48;;
3472;3472 Wynigen;Wynigen;BE;BE60;;
3473;3473 Alchenstorf;Alchenstorf;BE;BE60;;
3474;3474 Rüedisbach;Rüedisbach;BE;BE60;;
3475;3475 Riedtwil;Riedtwil;BE;BE45;;
3476;3476 Oschwand;Oschwand;BE;BE45;;
3502;3502 Tägertschi;Tägertschi;BE;BE68;;
3503;3503 Gysenstein;Gysenstein;BE;BE68;;
3504;3504 Niederhünigen;Niederhünigen;BE;BE68;;
3506;3506 Grosshöchstetten;Grosshöchstetten;BE;BE66;;
3507;3507 Biglen;Biglen;BE;BE66;;
3508;3508 Arni BE;Arni BE;BE;BE66;;
3510;3510 Konolfingen;Konolfingen;BE;BE68;;
3512;3512 Walkringen;Walkringen;BE;BE66;;
3513;3513 Bigenthal;Bigenthal;BE;BE66;;
3531;3531 Oberthal;Oberthal;BE;BE66;;
3532;3532 Zäziwil;Zäziwil;BE;BE68;;
3533;3533 Bowil;Bowil;BE;BE68;;
3534;3534 Signau;Signau;BE;BE62;;
3535;3535 Schüpbach;Schüpbach;BE;BE62;;
3536;3536 Aeschau;Aeschau;BE;BE63;;
3537;3537 Eggiwil;Eggiwil;BE;BE63;;
3538;3538 Röthenbach im Emmental;Röthenbach im Emmental;BE;BE63;;
3543;3543 Emmenmatt;Emmenmatt;BE;BE62;;
3550;3550 Langnau im Emmental;Langnau im Emmental;BE;BE64;;
3551;3551 Oberfrittenbach;Oberfrittenbach;BE;BE65;;
3552;3552 Bärau;Bärau;BE;BE65;;
3553;3553 Gohl;Gohl;BE;BE65;;
3555;3555 Trubschachen;Trubschachen;BE;BE65;;
3556;3556 Trub;Trub;BE;BE65;;
3557;3557 Fankhaus (Trub);Fankhaus (Trub);BE;BE65;;
3600;3600 Thun;Thun;BE;BE75;;
3601;3601 Thun;Thun;BE;BE75;;
3602;3602 Thun;Thun;BE;BE75;;
3603;3603 Thun;Thun;BE;BE76;;
3604;3604 Thun;Thun;BE;BE77;;
3605;3605 Thun;Thun;BE;BE75;;
3606;3606 Thun;Thun;BE;BE77;;
3607;3607 Thun;Thun;BE;BE75;;
3608;3608 Thun;Thun;BE;BE76;;
3609;3609 Thun;Thun;BE;BE75;;
3612;3612 Steffisburg;Steffisburg;BE;BE78;;
3613;3613 Steffisburg;Steffisburg;BE;BE78;;
3614;3614 Unterlangenegg;Unterlangenegg;BE;BE79;;
3615;3615 Heimenschwand;Heimenschwand;BE;BE79;;
3616;3616 Schwarzenegg;Schwarzenegg;BE;BE79;;
3617;3617 Fahrni b. Thun;Fahrni b. Thun;BE;BE79;;
3618;3618 Süderen;Süderen;BE;BE63;;
3619;3619 Eriz;Eriz;BE;BE79;;
3622;3622 Homberg b. Thun;Homberg b. Thun;BE;BE79;;
3623;3623 Teuffenthal b. Thun;Teuffenthal b. Thun;BE;BE79;;
3624;3624 Goldiwil (Thun);Goldiwil (Thun);BE;BE79;;
3625;3625 Heiligenschwendi;Heiligenschwendi;BE;BE79;;
3626;3626 Hünibach;Hünibach;BE;BE80;;
3627;3627 Heimberg;Heimberg;BE;BE81;;
3628;3628 Uttigen;Uttigen;BE;BE81;;
3629;3629 Kiesen;Kiesen;BE;BE69;;
3631;3631 Höfen b. Thun;Höfen b. Thun;BE;BE82;;
3632;3632 Niederstocken;Niederstocken;BE;BE82;;
3633;3633 Amsoldingen;Amsoldingen;BE;BE82;;
3634;3634 Thierachern;Thierachern;BE;BE82;;
3635;3635 Uebeschi;Uebeschi;BE;BE82;;
3636;3636 Längenbühl;Längenbühl;BE;BE82;;
3638;3638 Blumenstein;Blumenstein;BE;BE82;;
3645;3645 Gwatt (Thun);Gwatt (Thun);BE;BE76;;
3646;3646 Einigen;Einigen;BE;BE83;;
3647;3647 Reutigen;Reutigen;BE;BE82;;
3652;3652 Hilterfingen;Hilterfingen;BE;BE80;;
3653;3653 Oberhofen am Thunersee;Oberhofen am Thunersee;BE;BE80;;
3654;3654 Gunten;Gunten;BE;BE80;;
3655;3655 Sigriswil;Sigriswil;BE;BE80;;
3656;3656 Tschingel ob Gunten;Tschingel ob Gunten;BE;BE80;;
3657;3657 Schwanden (Sigriswil);Schwanden (Sigriswil);BE;BE80;;
3658;3658 Merligen;Merligen;BE;BE80;;
3661;3661 Uetendorf;Uetendorf;BE;BE81;;
3662;3662 Seftigen;Seftigen;BE;BE71;;
3663;3663 Gurzelen;Gurzelen;BE;BE71;;
3664;3664 Burgistein;Burgistein;BE;BE71;;
3665;3665 Wattenwil;Wattenwil;BE;BE71;;
3671;3671 Brenzikofen;Brenzikofen;BE;BE72;;
3672;3672 Oberdiessbach;Oberdiessbach;BE;BE72;;
3673;3673 Linden;Linden;BE;BE72;;
3674;3674 Bleiken b. Oberdiessbach;Bleiken b. Oberdiessbach;BE;BE72;;
3700;3700 Spiez;Spiez;BE;BE83;;
3702;3702 Hondrich;Hondrich;BE;BE83;;
3703;3703 Aeschi b. Spiez;Aeschi b. Spiez;BE;BE83;;
3704;3704 Krattigen;Krattigen;BE;BE83;;
3705;3705 Faulensee;Faulensee;BE;BE83;;
3706;3706 Leissigen;Leissigen;BE;BE89;;
3707;3707 Därligen;Därligen;BE;BE89;;
3711;3711 Emdthal;Emdthal;BE;BE83;;
3712;3712 Niesen Kulm;Niesen Kulm;BE;BE84;;
3713;3713 Reichenbach im Kandertal;Reichenbach im Kandertal;BE;BE88;;
3714;3714 Frutigen;Frutigen;BE;BE87;;
3715;3715 Adelboden;Adelboden;BE;BE87;;
3716;3716 Kandergrund;Kandergrund;BE;BE88;;
3717;3717 Blausee-Mitholz;Blausee-Mitholz;BE;BE88;;
3718;3718 Kandersteg;Kandersteg;BE;BE88;;
3722;3722 Scharnachtal;Scharnachtal;BE;BE88;;
3723;3723 Kiental;Kiental;BE;BE88;;
3724;3724 Ried (Frutigen);Ried (Frutigen);BE;BE87;;
3725;3725 Achseten;Achseten;BE;BE87;;
3752;3752 Wimmis;Wimmis;BE;BE84;;
3753;3753 Oey;Oey;BE;BE84;;
3754;3754 Diemtigen;Diemtigen;BE;BE84;;
3755;3755 Horboden;Horboden;BE;BE84;;
3756;3756 Zwischenflüh;Zwischenflüh;BE;BE84;;
3757;3757 Schwenden im Diemtigtal;Schwenden im Diemtigtal;BE;BE84;;
3758;3758 Latterbach;Latterbach;BE;BE84;;
3762;3762 Erlenbach im Simmental;Erlenbach im Simmental;BE;BE84;;
3763;3763 Därstetten;Därstetten;BE;BE84;;
3764;3764 Weissenburg;Weissenburg;BE;BE84;;
3765;3765 Oberwil im Simmental;Oberwil im Simmental;BE;BE84;;
3766;3766 Boltigen;Boltigen;BE;BE86;;
3770;3770 Zweisimmen;Zweisimmen;BE;BE86;;
3771;3771 Blankenburg;Blankenburg;BE;BE86;;
3772;3772 St. Stephan;St. Stephan;BE;BE86;;
3773;3773 Matten (St. Stephan);Matten (St. Stephan);BE;BE86;;
3775;3775 Lenk im Simmental;Lenk im Simmental;BE;BE86;;
3776;3776 Oeschseite;Oeschseite;BE;BE86;;
3777;3777 Saanenmöser;Saanenmöser;BE;BE85;;
3778;3778 Schönried;Schönried;BE;BE85;;
3780;3780 Gstaad;Gstaad;BE;BE85;;
3781;3781 Turbach;Turbach;BE;BE85;;
3782;3782 Lauenen b. Gstaad;Lauenen b. Gstaad;BE;BE85;;
3783;3783 Grund b. Gstaad;Grund b. Gstaad;BE;BE85;;
3784;3784 Feutersoey;Feutersoey;BE;BE85;;
3785;3785 Gsteig b. Gstaad;Gsteig b. Gstaad;BE;BE85;;
3792;3792 Saanen;Saanen;BE;BE85;;
3800;3800 Interlaken;Interlaken;BE;BE89;;
3802;3802 Interlaken Ost;Interlaken Ost;BE;BE89;;
3803;3803 Beatenberg;Beatenberg;BE;BE89;;
3804;3804 Habkern;Habkern;BE;BE89;;
3805;3805 Goldswil b. Interlaken;Goldswil b. Interlaken;BE;BE91;;
3806;3806 Bönigen b. Interlaken;Bönigen b. Interlaken;BE;BE91;;
3807;3807 Iseltwald;Iseltwald;BE;BE91;;
3812;3812 Wilderswil;Wilderswil;BE;BE90;;
3813;3813 Saxeten;Saxeten;BE;BE90;;
3814;3814 Gsteigwiler;Gsteigwiler;BE;BE92;;
3815;3815 Zweilütschinen;Zweilütschinen;BE;BE92;;
3816;3816 Lütschental;Lütschental;BE;BE92;;
3818;3818 Grindelwald;Grindelwald;BE;BE92;;
3822;3822 Lauterbrunnen;Lauterbrunnen;BE;BE90;;
3823;3823 Wengen;Wengen;BE;BE90;;
3824;3824 Stechelberg;Stechelberg;BE;BE90;;
3825;3825 Mürren;Mürren;BE;BE90;;
3826;3826 Gimmelwald;Gimmelwald;BE;BE90;;
3852;3852 Ringgenberg BE;Ringgenberg BE;BE;BE91;;
3853;3853 Niederried b. Interlaken;Niederried b. Interlaken;BE;BE91;;
3854;3854 Oberried am Brienzersee;Oberried am Brienzersee;BE;BE91;;
3855;3855 Brienz BE;Brienz BE;BE;BE91;;
3856;3856 Brienzwiler;Brienzwiler;BE;BE93;;
3857;3857 Unterbach BE;Unterbach BE;BE;BE93;;
3858;3858 Hofstetten b. Brienz;Hofstetten b. Brienz;BE;BE93;;
3860;3860 Meiringen;Meiringen;BE;BE93;;
3862;3862 Innertkirchen;Innertkirchen;BE;BE93;;
3863;3863 Gadmen;Gadmen;BE;BE93;;
3864;3864 Guttannen;Guttannen;BE;BE93;;
3900;3900 Brig;Brig;VS;VS02;;
3901;3901 Rothwald;Rothwald;VS;VS03;;
3902;3902 Glis;Glis;VS;VS02;;
3903;3903 Mund;Mund;VS;VS04;;
3904;3904 Naters;Naters;VS;VS04;;
3905;3905 Saas-Almagell;Saas-Almagell;VS;VS05;;
3906;3906 Saas-Fee;Saas-Fee;VS;VS05;;
3907;3907 Simplon Dorf;Simplon Dorf;VS;VS03;;
3908;3908 Saas-Balen;Saas-Balen;VS;VS05;;
3909;3909 Eisten;Eisten;VS;VS05;;
3910;3910 Saas-Grund;Saas-Grund;VS;VS05;;
3911;3911 Ried-Brig;Ried-Brig;VS;VS03;;
3912;3912 Termen;Termen;VS;VS03;;
3913;3913 Rosswald;Rosswald;VS;VS03;;
3914;3914 Blatten b. Naters;Blatten b. Naters;VS;VS04;;
3915;3915 Goppenstein;Goppenstein;VS;VS06;;
3916;3916 Ferden;Ferden;VS;VS06;;
3917;3917 Kippel;Kippel;VS;VS06;;
3918;3918 Wiler (Lötschen);Wiler (Lötschen);VS;VS06;;
3919;3919 Blatten (Lötschen);Blatten (Lötschen);VS;VS06;;
3920;3920 Zermatt;Zermatt;VS;VS07;;
3922;3922 Stalden VS;Stalden VS;VS;VS05;;
3923;3923 Törbel;Törbel;VS;VS08;;
3924;3924 St. Niklaus VS;St. Niklaus VS;VS;VS08;;
3925;3925 Grächen;Grächen;VS;VS08;;
3926;3926 Embd;Embd;VS;VS08;;
3927;3927 Herbriggen;Herbriggen;VS;VS08;;
3928;3928 Randa;Randa;VS;VS08;;
3929;3929 Täsch;Täsch;VS;VS08;;
3930;3930 Visp;Visp;VS;VS09;;
3931;3931 Lalden;Lalden;VS;VS09;;
3932;3932 Visperterminen;Visperterminen;VS;VS09;;
3933;3933 Staldenried;Staldenried;VS;VS05;;
3934;3934 Zeneggen;Zeneggen;VS;VS09;;
